"日付","始値","高値","安値","終値","前日比","出来高","売残","買残"
2015/03/19,1903,1950,1687,1780,,652200,,
2015/03/20,1798,1799,1661,1661,,115600,,
2015/03/23,1687,1699,1606,1647,,66100,,
2015/03/24,1607,1638,1607,1622,,30400,,
2015/03/25,1621,1669,1603,1659,,33900,,
2015/03/26,1649,1649,1609,1616,,22100,,
2015/03/27,1625,1646,1621,1629,,15600,,
2015/03/30,1630,1668,1627,1655,,21800,,
2015/03/31,1655,1655,1620,1630,,15100,,
2015/04/01,1637,1640,1610,1622,,18900,,
2015/04/02,1629,1639,1619,1627,,23800,,
2015/04/03,1620,1700,1618,1694,,71900,,
2015/04/06,1734,1766,1681,1727,,61100,,
2015/04/07,1720,1720,1700,1713,,29800,,
2015/04/08,1710,1710,1672,1674,,19900,,
2015/04/09,1675,1680,1651,1665,,20000,,
2015/04/10,1660,1688,1660,1660,,7500,,
2015/04/13,1670,1715,1664,1692,,18200,,
2015/04/14,1712,1793,1696,1776,,65500,,
2015/04/15,1800,1838,1769,1797,,37100,,
2015/04/16,1790,1790,1720,1735,,16500,,
2015/04/17,1740,1792,1729,1732,,16500,,
2015/04/20,1730,1750,1719,1749,,9700,,
2015/04/21,1750,1750,1700,1714,,7300,,
2015/04/22,1703,1710,1688,1710,,10200,,
2015/04/23,1720,1730,1700,1705,,8300,,
2015/04/24,1700,1700,1685,1699,,7600,,
2015/04/27,1710,1710,1699,1707,,2500,,
2015/04/28,1700,1700,1688,1690,,7600,,
2015/04/30,1692,1695,1674,1675,,13600,,
2015/05/01,1671,1716,1646,1716,,14400,,
2015/05/07,1712,1712,1687,1698,,2900,,
2015/05/08,1705,1713,1686,1704,,16600,,
2015/05/11,1712,1712,1688,1700,,5500,,
2015/05/12,1700,1700,1682,1682,,7800,,
2015/05/13,1683,1694,1680,1694,,2700,,
2015/05/14,1688,1698,1681,1698,,7400,,
2015/05/15,1698,1707,1697,1707,,8200,,
2015/05/18,1867,1885,1801,1835,,69500,,
2015/05/19,1830,1885,1806,1841,,22900,,
2015/05/20,1841,1841,1809,1830,,16200,,
